city,country,lat,lon,temp,humidity,cloudiness,wind speed
Yamada,JP,39.47,141.95,41.2,68,0,5.82
Ryazhsk,RU,53.7,40.11,45.0,88,8,3.36
Kuminskiy,RU,58.67,66.57,28.9,92,65,9.13
Mtwara,TZ,-10.27,40.18,75.2,83,20,9.44
San Cristobal,VE,7.77,-72.22,86.0,66,40,12.75
Vardø,NO,70.37,31.11,41.0,73,0,27.51
Malakal,SS,9.53,31.66,81.45,63,22,4.61
Riyadh,SA,24.69,46.72,71.6,30,0,2.24
Kodarmā,IN,24.47,85.6,64.81,41,0,4.94
Boké,GN,10.94,-14.3,78.73,87,1,5.03
Avera,US,33.19,-82.53,63.82,24,40,5.12
Staryy Nadym,RU,65.61,72.68,24.28,98,100,7.83
Sōja,JP,34.67,133.75,42.01,92,2,1.01
Texarkana,US,33.43,-94.05,70.88,30,1,8.05
Camocim,BR,-2.9,-40.84,83.12,71,99,14.99
Praia da Vitória,PT,38.73,-27.07,61.93,59,75,18.59
Likasi,CD,-10.98,26.73,67.37,76,5,2.46
Suntar,RU,62.14,117.63,11.91,96,40,4.74
Hualmay,PE,-11.1,-77.61,68.58,67,96,9.24
Uyemskiy,RU,64.47,40.85,48.2,93,90,8.95
São Gabriel da Cachoeira,BR,-0.13,-67.09,81.5,91,100,3.85
Borgo San Lorenzo,IT,43.96,11.38,58.53,100,75,1.12
Mala Danylivka,UA,50.06,36.17,48.11,87,75,6.71
Bezopasnoye,RU,45.65,41.94,51.39,81,40,13.42
At-Bashi,KG,41.17,75.81,27.84,66,0,0.29
Ouadda,CF,8.08,22.4,72.52,59,1,3.2
Masuda,JP,34.67,131.85,46.4,61,20,10.29
Puerto Maldonado,PE,-12.6,-69.18,87.8,55,0,4.7
Estelle,US,29.85,-90.11,67.89,37,1,8.05
Blackpool,GB,53.82,-3.05,42.87,81,20,4.7
Sarakhs,IR,36.54,61.16,57.2,28,0,2.24
Satipo,PE,-11.25,-74.64,81.97,62,36,2.51
Charters Towers,AU,-20.1,146.27,68.43,83,31,3.83
Bambanglipuro,ID,-7.95,110.28,77.52,79,100,2.57
Hrodna,BY,53.69,23.83,49.59,85,89,5.41
Nanga Eboko,CM,4.68,12.37,71.78,85,64,2.53
Karratha,AU,-20.74,116.85,69.28,69,0,5.1
Turukhansk,RU,65.82,87.98,9.43,96,98,5.55
Nova Olinda do Norte,BR,-3.89,-59.09,94.51,43,51,3.18
Finschhafen,PG,-6.6,147.87,78.53,85,100,8.43
Taksimo,RU,56.34,114.88,9.9,91,59,0.67
Okhotsk,RU,59.38,143.3,29.64,93,100,21.18
Chui,UY,-33.7,-53.46,63.14,68,0,12.06
Mankera,PK,31.39,71.44,67.57,24,0,4.52
Hobyo,SO,5.35,48.53,80.71,82,86,13.47
Ararat,AM,39.83,44.7,53.6,87,75,3.36
Cairns,AU,-16.92,145.77,72.68,83,40,8.05
Menomonie,US,44.88,-91.92,70.92,43,1,14.99
Swakopmund,NA,-22.68,14.53,59.65,82,50,10.29
Kaili,ID,-3.46,120.21,68.81,84,100,2.37
Kieta,PG,-6.22,155.63,80.85,78,99,1.86
Worthington,US,40.09,-83.02,60.71,36,1,9.17
Grajaú,BR,-5.82,-46.14,75.65,92,100,3.96
Juneau,US,58.3,-134.42,28.8,92,90,3.6
Qui Nhon,VN,13.77,109.23,74.14,87,100,11.83
Show Low,US,34.25,-110.03,65.21,22,1,12.75
Belém de São Francisco,BR,-8.75,-38.97,88.65,44,100,3.11
Bubaque,GW,11.28,-15.83,84.38,72,10,12.57
Saint-Augustin,CA,51.23,-58.65,27.95,82,87,9.95
Hadrut,AZ,39.52,47.03,55.9,87,100,1.23
Waipawa,NZ,-41.41,175.52,62.58,88,100,12.75
Kumul,CN,42.8,93.45,35.73,76,40,2.28
Bereket,TM,39.24,55.52,62.31,24,1,15.3
Mīrābād,AF,30.44,61.84,64.13,29,23,12.26
Wrexham,GB,53.0,-3.0,41.61,81,40,8.05
Saldanha,ZA,-33.01,17.94,62.6,82,34,4.7
Manggar,ID,-2.88,108.27,79.65,85,100,7.67
Kalemie,CD,-5.95,29.19,74.91,68,54,3.89
Zhangjiakou,CN,40.81,114.88,32.9,72,0,1.9
Prescott,US,34.54,-112.47,71.47,22,40,4.7
Thunder Bay,CA,48.4,-89.32,50.95,57,20,3.36
Alice Springs,AU,-23.7,133.88,68.0,20,0,4.41
Turtas,RU,58.94,69.13,26.89,95,100,10.09
Mugur-Aksy,RU,50.35,90.5,20.8,92,100,4.65
Kahului,US,20.89,-156.47,80.64,58,40,6.93
Mahajanga,MG,-15.72,46.32,77.0,78,20,2.24
Najrān,SA,17.49,44.13,64.4,22,0,1.7
Köthen,DE,51.75,11.97,51.89,80,84,8.1
Arman',RU,59.7,150.17,35.19,87,100,33.26
Bairiki Village,KI,1.33,172.98,80.6,69,20,11.41
Lyuban',BY,52.8,28.0,44.82,83,99,6.06
West Bay,KY,19.37,-81.42,79.86,94,75,10.29
Boa Vista,BR,2.82,-60.67,89.6,49,75,8.05
Sioux Lookout,CA,50.1,-91.92,53.6,50,20,6.93
Mehamn,NO,71.04,27.85,42.8,75,40,24.16
Labuhan,ID,-6.88,112.21,78.55,84,53,5.57
Yatou,CN,37.15,122.38,39.24,69,0,4.23
Kalmunai,LK,7.42,81.82,79.3,80,40,4.74
Bandarbeyla,SO,9.49,50.81,76.42,80,14,17.78
Santiago del Estero,AR,-27.8,-64.26,91.74,20,0,13.44
Presidencia Roque Sáenz Peña,AR,-26.79,-60.44,86.09,24,0,7.7
Port Said,EG,31.26,32.28,71.6,60,40,11.41
Eraclea,IT,45.58,12.68,55.81,93,75,3.36
Boden,SE,65.83,21.69,39.2,80,0,5.82
Biak,ID,-0.91,122.88,76.68,80,100,2.84
Bellview,US,30.46,-87.31,68.54,26,1,4.7
Lavrentiya,RU,65.58,-171.0,18.77,88,100,14.88
Boca do Acre,BR,-8.75,-67.4,94.71,41,100,1.03
Kitui,KE,-1.37,38.01,66.97,92,83,8.75
Zhangaözen,KZ,43.3,52.8,64.4,23,100,14.16
Choix,MX,26.71,-108.32,97.56,16,0,5.41
Yueyang,CN,29.33,113.09,58.32,58,99,4.43
Giohar,SO,2.78,45.5,76.8,87,8,6.22
Berlevåg,NO,70.86,29.09,41.86,65,20,38.03
Slave Lake,CA,55.28,-114.77,48.2,61,1,3.36
Vao,NC,-22.67,167.48,74.14,88,100,6.85
Lethem,GY,3.38,-59.8,92.41,46,44,7.34
Tigil',RU,57.8,158.67,37.04,82,100,17.56
Leningradskiy,RU,69.38,178.42,8.1,86,6,23.6
Banikoara,BJ,11.3,2.44,82.11,32,46,4.52
Pozo Colorado,PY,-23.49,-58.8,92.97,19,0,7.25
Nuevo Progreso,MX,23.17,-97.95,80.31,40,66,8.01
Rhyl,GB,53.32,-3.49,41.68,88,8,5.01
Nuuk,GL,64.18,-51.72,37.2,93,100,58.61
Garissa,KE,-0.45,39.64,79.38,66,60,15.52
Veriora,EE,58.01,27.36,47.71,81,0,9.17
Shingū,JP,33.73,135.98,45.9,63,0,8.59
Mossamedes,AO,-15.2,12.15,70.25,69,0,11.63
Keetmanshoop,NA,-26.58,18.13,73.4,35,0,5.82
Kerugoya,KE,-0.5,37.28,61.65,92,92,3.06
Koryukivka,UA,51.77,32.25,43.95,90,37,2.86
San Andrés,CO,12.58,-81.7,84.2,74,75,19.46
Kualakapuas,ID,-3.01,114.39,74.55,96,86,1.36
Byron Bay,AU,-28.65,153.62,54.14,87,40,5.82
Ust'ye,RU,59.63,39.74,43.72,86,100,13.51
Quryq,KZ,43.2,51.65,58.68,66,85,3.2
Mīnāb,IR,27.15,57.08,69.8,83,0,6.93
Half Moon Bay,US,37.46,-122.43,66.72,59,1,9.17
Xinyu,CN,27.8,114.93,58.08,53,100,5.73
Tsiroanomandidy,MG,-18.77,46.03,75.52,49,73,6.62
Mezen',RU,65.85,44.24,45.9,90,100,16.28
Mūndwa,IN,27.07,73.82,64.22,24,0,3.33
Itarema,BR,-2.92,-39.92,82.29,72,63,15.19
Impfondo,CG,1.64,18.07,73.99,89,100,1.86
